"ids","error","source","code","solution"
270,"java.lang.Exception","/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java","
                 case REGULA_FALSI:
                                                               break;
                 default:
                     ","
                 case REGULA_FALSI:
                                                              if (x == x1) {
                        throw new ConvergenceException();
                    }
                     break;
                 default:
                     "
271,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java","
                     break;
                 case REGULA_FALSI:
                                         if (x == x1) {
                        x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol));
                        f0 = computeObjectiveValue(x0);
                    }
                     break;
                 default:
                     ","
                     break;
                 case REGULA_FALSI:
                                          break;
                 default:
                     "
272,"org.apache.commons.math.MathRuntimeException$6","/src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java","
     public OpenMapRealVector ebeDivide(RealVector v) {
         checkVectorDimensions(v.getDimension());
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = res.entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() / v.getEntry(iter.key()));

     public OpenMapRealVector ebeDivide(double[] v) {
         checkVectorDimensions(v.length);
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = res.entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() / v[iter.key()]);

     public OpenMapRealVector ebeMultiply(RealVector v) {
         checkVectorDimensions(v.getDimension());
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = res.entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() * v.getEntry(iter.key()));

     public OpenMapRealVector ebeMultiply(double[] v) {
         checkVectorDimensions(v.length);
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = res.entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() * v[iter.key()]);
","
     public OpenMapRealVector ebeDivide(RealVector v) {
         checkVectorDimensions(v.getDimension());
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() / v.getEntry(iter.key()));

     public OpenMapRealVector ebeDivide(double[] v) {
         checkVectorDimensions(v.length);
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() / v[iter.key()]);

     public OpenMapRealVector ebeMultiply(RealVector v) {
         checkVectorDimensions(v.getDimension());
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() * v.getEntry(iter.key()));

     public OpenMapRealVector ebeMultiply(double[] v) {
         checkVectorDimensions(v.length);
         OpenMapRealVector res = new OpenMapRealVector(this);
        Iterator iter = entries.iterator();
         while (iter.hasNext()) {
             iter.advance();
             res.setEntry(iter.key(), iter.value() * v[iter.key()]);
"
273,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/complex/Complex.java","
 
         if (divisor.isZero) {
                         return isZero ? NaN : INF;
         }
 
         if (divisor.isInfinite() && !isInfinite()) {

         }
         if (divisor == 0d) {
                         return isZero ? NaN : INF;
         }
         if (Double.isInfinite(divisor)) {
             return !isInfinite() ? ZERO : NaN;
","
 
         if (divisor.isZero) {
                         return NaN;
         }
 
         if (divisor.isInfinite() && !isInfinite()) {

         }
         if (divisor == 0d) {
                         return NaN;
         }
         if (Double.isInfinite(divisor)) {
             return !isInfinite() ? ZERO : NaN;
"
274,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/linear/OpenMapRealMatrix.java","
      
     public OpenMapRealMatrix(int rowDimension, int columnDimension) {
         super(rowDimension, columnDimension);
         this.rows = rowDimension;
         this.columns = columnDimension;
         this.entries = new OpenIntToDoubleHashMap(0.0);
","
      
     public OpenMapRealMatrix(int rowDimension, int columnDimension) {
         super(rowDimension, columnDimension);
        long lRow = (long) rowDimension;
        long lCol = (long) columnDimension;
        if (lRow * lCol >= (long) Integer.MAX_VALUE) {
            throw new NumberIsTooLargeException(lRow * lCol, Integer.MAX_VALUE, false);
        }
         this.rows = rowDimension;
         this.columns = columnDimension;
         this.entries = new OpenIntToDoubleHashMap(0.0);
"
275,"org.apache.commons.math.exception.TooManyEvaluationsException","/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java","
                 case PEGASUS:
                     f0 *= f1 / (f1 + fx);
                     break;
                                                                   default:
                                      }
             }
             ","
                 case PEGASUS:
                     f0 *= f1 / (f1 + fx);
                     break;
                case REGULA_FALSI:
                    if (x == x1) {
                        final double delta = FastMath.max(rtol * FastMath.abs(x1),
                                                          atol);
                                                                          x0 = 0.5 * (x0 + x1 - delta);
                        f0 = computeObjectiveValue(x0);
                    }
                    break;
                 default:
                                         throw new MathInternalError();
                 }
             }
             "
276,"org.apache.commons.math.exception.NotStrictlyPositiveException","/src/main/java/org/apache/commons/math/optimization/fitting/GaussianFitter.java","
      
     public double[] fit() {
         final double[] guess = (new ParameterGuesser(getObservations())).guess();
        return fit(new Gaussian.Parametric(), guess);
     }
 
","
      
     public double[] fit() {
         final double[] guess = (new ParameterGuesser(getObservations())).guess();
        return fit(guess);
     }
 
"
277,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/util/FastMath.java","
     public static float max(final float a, final float b) {
        return (a <= b) ? b : (Float.isNaN(a + b) ? Float.NaN : b);
     }
 
","
      
     public static float max(final float a, final float b) {
        return (a <= b) ? b : (Float.isNaN(a + b) ? Float.NaN : a);
     }
 
"
278,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java","
         while (resultSet.size() < k) {
                                      int sum = 0;
             for (int i = 0; i < pointSet.size(); i++) {
                 final T p = pointSet.get(i);
                 final Cluster<T> nearest = getNearestCluster(resultSet, p);
","
         while (resultSet.size() < k) {
                                      double sum = 0;
             for (int i = 0; i < pointSet.size(); i++) {
                 final T p = pointSet.get(i);
                 final Cluster<T> nearest = getNearestCluster(resultSet, p);
"
279,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/complex/Complex.java","
     public Complex add(Complex rhs)
         throws NullArgumentException {
         MathUtils.checkNotNull(rhs);
         return createComplex(real + rhs.getReal(),
             imaginary + rhs.getImaginary());
     }
","
     public Complex add(Complex rhs)
         throws NullArgumentException {
         MathUtils.checkNotNull(rhs);
        if (isNaN || rhs.isNaN) {
            return NaN;
        }
         return createComplex(real + rhs.getReal(),
             imaginary + rhs.getImaginary());
     }
"
280,"org.apache.commons.math.MathRuntimeException$4","/src/main/java/org/apache/commons/math/distribution/PoissonDistributionImpl.java","
 import java.io.Serializable;
 
 import org.apache.commons.math.MathException;
 import org.apache.commons.math.MathRuntimeException;
 import org.apache.commons.math.exception.NotStrictlyPositiveException;
 import org.apache.commons.math.exception.util.LocalizedFormats;
 import org.apache.commons.math.special.Gamma;
 import org.apache.commons.math.util.MathUtils;

      
     public PoissonDistributionImpl(double p, double epsilon, int maxIterations) {
         if (p <= 0) {
            throw MathRuntimeException.createIllegalArgumentException(LocalizedFormats.NOT_POSITIVE_POISSON_MEAN, p);
         }
         mean = p;
         normal = new NormalDistributionImpl(p, FastMath.sqrt(p));
","
 import java.io.Serializable;
 
 import org.apache.commons.math.MathException;
 import org.apache.commons.math.exception.NotStrictlyPositiveException;
 import org.apache.commons.math.exception.util.LocalizedFormats;
 import org.apache.commons.math.special.Gamma;
 import org.apache.commons.math.util.MathUtils;

      
     public PoissonDistributionImpl(double p, double epsilon, int maxIterations) {
         if (p <= 0) {
            throw new NotStrictlyPositiveException(LocalizedFormats.MEAN, p);
         }
         mean = p;
         normal = new NormalDistributionImpl(p, FastMath.sqrt(p));
"
281,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/geometry/Vector3D.java","
    
   public static Vector3D crossProduct(final Vector3D v1, final Vector3D v2) {
 
 
               
              
        
        
 
             return new Vector3D(v1.y * v2.z - v1.z * v2.y, v1.z * v2.x - v1.x * v2.z, v1.x * v2.y - v1.y * v2.x);
 
   }
 
","
    
   public static Vector3D crossProduct(final Vector3D v1, final Vector3D v2) {
 
      final double n1 = v1.getNormSq();
      final double n2 = v2.getNormSq();
      if ((n1 * n2) < MathUtils.SAFE_MIN) {
          return ZERO;
      }
 
                    final int deltaExp = (FastMath.getExponent(n1) - FastMath.getExponent(n2)) / 4;
      final double x1    = FastMath.scalb(v1.x, -deltaExp);
      final double y1    = FastMath.scalb(v1.y, -deltaExp);
      final double z1    = FastMath.scalb(v1.z, -deltaExp);
      final double x2    = FastMath.scalb(v2.x,  deltaExp);
      final double y2    = FastMath.scalb(v2.y,  deltaExp);
      final double z2    = FastMath.scalb(v2.z,  deltaExp);
 
              
        
             final double ratio = (x1 * x2 + y1 * y2 + z1 * z2) / FastMath.scalb(n2, 2 * deltaExp);
      final double rho   = FastMath.rint(256 * ratio) / 256;
 
      final double x3 = x1 - rho * x2;
      final double y3 = y1 - rho * y2;
      final double z3 = z1 - rho * z2;
 
             return new Vector3D(y3 * z2 - z3 * y2, z3 * x2 - x3 * z2, x3 * y2 - y3 * x2);
 
   }
 
"
282,"org.apache.commons.math.ConvergenceException","/src/main/java/org/apache/commons/math/distribution/NormalDistributionImpl.java","
      
     public double cumulativeProbability(double x) throws MathException {
         final double dev = x - mean;
        try {
         return 0.5 * (1.0 + Erf.erf((dev) /
                     (standardDeviation * FastMath.sqrt(2.0))));
        } catch (MaxIterationsExceededException ex) {
            if (x < (mean - 20 * standardDeviation)) {                 return 0;
            } else if (x > (mean + 20 * standardDeviation)) {
                return 1;
            } else {
                throw ex;
            }
        }
     }
 
","
      
     public double cumulativeProbability(double x) throws MathException {
         final double dev = x - mean;
        if (FastMath.abs(dev) > 40 * standardDeviation) { 
            return dev < 0 ? 0.0d : 1.0d;
        }
         return 0.5 * (1.0 + Erf.erf((dev) /
                     (standardDeviation * FastMath.sqrt(2.0))));
     }
 
"
283,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/dfp/Dfp.java","
                          if (x == 0) {
                                  return;
             }
 

 
         Dfp y = this;
         boolean negate = false;
        if (lessThan(getZero())) {
             y = negate();
             negate = true;
         }
","
                          if (x == 0) {
                                 if ((bits & 0x8000000000000000L) != 0) {
                    sign = -1;
                }
                 return;
             }
 

 
         Dfp y = this;
         boolean negate = false;
        int cmp0 = compare(this, getZero());
        if (cmp0 == 0) {
            return sign < 0 ? -0.0 : +0.0;
        } else if (cmp0 < 0) {
             y = negate();
             negate = true;
         }
"
284,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/util/MultidimensionalCounter.java","
             indices[i] = idx;
         }
 
        int idx = 1;
        while (count < index) {
            count += idx;
            ++idx;
        }
        --idx;
        indices[last] = idx;
 
         return indices;
     }
","
             indices[i] = idx;
         }
 
        indices[last] = index - count;
 
         return indices;
     }
"
285,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/geometry/euclidean/threed/Rotation.java","
   Vector3D k     = v1Su1.crossProduct(v2Su2);
   Vector3D u3    = u1.crossProduct(u2);
   double c       = k.dotProduct(u3);
  if (c == 0) {
               Vector3D v3 = Vector3D.crossProduct(v1, v2);

     Vector3D u2Prime = u1.crossProduct(u3);
     c = k.dotProduct(u2Prime);
 
    if (c == 0) {
                     k = v2Su2.crossProduct(v3Su3);;
       c = k.dotProduct(u2.crossProduct(u3));;
 
      if (c == 0) {
                           q0 = 1.0;
","
   Vector3D k     = v1Su1.crossProduct(v2Su2);
   Vector3D u3    = u1.crossProduct(u2);
   double c       = k.dotProduct(u3);
  final double inPlaneThreshold = 0.001;
  if (c <= inPlaneThreshold * k.getNorm() * u3.getNorm()) {
               Vector3D v3 = Vector3D.crossProduct(v1, v2);

     Vector3D u2Prime = u1.crossProduct(u3);
     c = k.dotProduct(u2Prime);
 
    if (c <= inPlaneThreshold * k.getNorm() * u2Prime.getNorm()) {
                     k = v2Su2.crossProduct(v3Su3);;
       c = k.dotProduct(u2.crossProduct(u3));;
 
      if (c <= 0) {
                           q0 = 1.0;
"
286,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/util/MathUtils.java","
     
     public static boolean equals(double x, double y) {
        return (Double.isNaN(x) && Double.isNaN(y)) || x == y;
     }
 
","
     
     public static boolean equals(double x, double y) {
        return equals(x, y, 1);
     }
 
"
287,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/univariate/MultiStartUnivariateRealOptimizer.java","
                                                  final GoalType goal,
                                                  final double min, final double max)
         throws FunctionEvaluationException {
        return optimize(f, goal, min, max, 0);
     }
 

                  for (int i = 0; i < starts; ++i) {
             try {
                final double bound1 = (i == 0) ? min : min + generator.nextDouble() * (max - min);
                final double bound2 = (i == 0) ? max : min + generator.nextDouble() * (max - min);
                optima[i] = optimizer.optimize(f, goal, FastMath.min(bound1, bound2), FastMath.max(bound1, bound2));
             } catch (FunctionEvaluationException fee) {
                 optima[i] = null;
             } catch (ConvergenceException ce) {
","
                                                  final GoalType goal,
                                                  final double min, final double max)
         throws FunctionEvaluationException {
        return optimize(f, goal, min, max, min + 0.5 * (max - min));
     }
 

                  for (int i = 0; i < starts; ++i) {
             try {
                final double s = (i == 0) ? startValue : min + generator.nextDouble() * (max - min);
                optima[i] = optimizer.optimize(f, goal, min, max, s);
             } catch (FunctionEvaluationException fee) {
                 optima[i] = null;
             } catch (ConvergenceException ce) {
"
288,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java","
   
     public BrentOptimizer() {
        setMaxEvaluations(Integer.MAX_VALUE);
         setMaximalIterationCount(100);
        setAbsoluteAccuracy(1E-10);
        setRelativeAccuracy(1.0e-14);
     }
 

     protected double doOptimize()
         throws MaxIterationsExceededException, FunctionEvaluationException {
        throw new UnsupportedOperationException();
    }
    public double optimize(final UnivariateRealFunction f, final GoalType goalType, final double min, final double max, final double startValue) throws MaxIterationsExceededException, FunctionEvaluationException {
        clearResult();
         return localMin(getGoalType() == GoalType.MINIMIZE,
                        f, goalType, min, startValue, max,
                         getRelativeAccuracy(), getAbsoluteAccuracy());
     }
    public double optimize(final UnivariateRealFunction f, final GoalType goalType, final double min, final double max) throws MaxIterationsExceededException, FunctionEvaluationException {
        return optimize(f, goalType, min, max, min + GOLDEN_SECTION * (max - min));
    }
 
     

                            UnivariateRealFunction f,
                            GoalType goalType,
                             double lo, double mid, double hi,
                             double eps, double t)
         throws MaxIterationsExceededException, FunctionEvaluationException {

         double w = x;
         double d = 0;
         double e = 0;
        double fx = computeObjectiveValue(f, x);
        if (goalType == GoalType.MAXIMIZE) {
             fx = -fx;
         }
         double fv = fx;
         double fw = fx;
 
        int count = 0;
        while (count < maximalIterationCount) {
             double m = 0.5 * (a + b);
             final double tol1 = eps * Math.abs(x) + t;
             final double tol2 = 2 * tol1;

                     u = x + d;
                 }
 
                double fu = computeObjectiveValue(f, u);
                if (goalType == GoalType.MAXIMIZE) {
                     fu = -fu;
                 }
 

                     }
                 }
             } else {                 setResult(x, (goalType == GoalType.MAXIMIZE) ? -fx : fx, count);
                 return x;
             }
            ++count;
         }
        throw new MaxIterationsExceededException(maximalIterationCount);
     }
 }
","
     public BrentOptimizer() {
        setMaxEvaluations(1000);
         setMaximalIterationCount(100);
        setAbsoluteAccuracy(1e-11);
        setRelativeAccuracy(1e-9);
     }
 

     protected double doOptimize()
         throws MaxIterationsExceededException, FunctionEvaluationException {
         return localMin(getGoalType() == GoalType.MINIMIZE,
                        getMin(), getStartValue(), getMax(),
                         getRelativeAccuracy(), getAbsoluteAccuracy());
     }
 

                             double lo, double mid, double hi,
                             double eps, double t)
         throws MaxIterationsExceededException, FunctionEvaluationException {

         double w = x;
         double d = 0;
         double e = 0;
        double fx = computeObjectiveValue(x);
        if (!isMinim) {
             fx = -fx;
         }
         double fv = fx;
         double fw = fx;
 
        while (true) {
             double m = 0.5 * (a + b);
             final double tol1 = eps * Math.abs(x) + t;
             final double tol2 = 2 * tol1;

                     u = x + d;
                 }
 
                double fu = computeObjectiveValue(u);
                if (!isMinim) {
                     fu = -fu;
                 }
 

                     }
                 }
             } else {                 setFunctionValue(isMinim ? fx : -fx);
                 return x;
             }
            incrementIterationsCounter();
         }
     }
 }
"
289,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/general/AbstractLeastSquaresOptimizer.java","
     public double getRMS() {
        double criterion = 0;
        for (int i = 0; i < rows; ++i) {
            final double residual = residuals[i];
            criterion += residual * residual * residualsWeights[i];
        }
        return Math.sqrt(criterion / rows);
     }
     public double getChiSquare() {
         double chiSquare = 0;
         for (int i = 0; i < rows; ++i) {
             final double residual = residuals[i];
            chiSquare += residual * residual / residualsWeights[i];
         }
         return chiSquare;
     }
","
     public double getRMS() {
        return Math.sqrt(getChiSquare() / rows);
     }
     public double getChiSquare() {
         double chiSquare = 0;
         for (int i = 0; i < rows; ++i) {
             final double residual = residuals[i];
            chiSquare += residual * residual * residualsWeights[i];
         }
         return chiSquare;
     }
"
290,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java","
         double[] diag    = new double[cols];
         double[] oldX    = new double[cols];
         double[] oldRes  = new double[rows];
         double[] work1   = new double[cols];
         double[] work2   = new double[cols];
         double[] work3   = new double[cols];

         boolean firstIteration = true;
         VectorialPointValuePair current = new VectorialPointValuePair(point, objective);
         while (true) {
             incrementIterationsCounter();
 
             
             qrDecomposition();
 
                         qTy(residuals);
                                       for (int k = 0; k < solvedCols; ++k) {

                     if (s != 0) {
                         double sum = 0;
                         for (int i = 0; i <= j; ++i) {
                            sum += jacobian[i][pj] * residuals[i];
                         }
                         maxCosine = Math.max(maxCosine, Math.abs(sum) / (s * cost));
                     }

             }
             if (maxCosine <= orthoTolerance) {
                                  return current;
             }
 

                 double[] tmpVec = residuals;
                 residuals = oldRes;
                 oldRes    = tmpVec;
 
                                 determineLMParameter(oldRes, delta, diag, work1, work2, work3);
 
                                  double lmNorm = 0;

 
                                  updateResidualsAndCost();
                current = new VectorialPointValuePair(point, objective);
 
                                  double actRed = -1.0;

                         xNorm    += xK * xK;
                     }
                     xNorm = Math.sqrt(xNorm);
 
                                                           } else {
                                          cost = previousCost;

                     tmpVec    = residuals;
                     residuals = oldRes;
                     oldRes    = tmpVec;
                 }
                 if (checker==null) {
                 	if (((Math.abs(actRed) <= costRelativeTolerance) &&

                        (delta <= parRelativeTolerance * xNorm)) {
                        return current;
                    }
                } else {
                    if (checker.converged(getIterations(), previous, current)) {
                        return current;
                    }
                 }
                                  ","
         double[] diag    = new double[cols];
         double[] oldX    = new double[cols];
         double[] oldRes  = new double[rows];
        double[] oldObj  = new double[rows];
        double[] qtf     = new double[rows];
         double[] work1   = new double[cols];
         double[] work2   = new double[cols];
         double[] work3   = new double[cols];

         boolean firstIteration = true;
         VectorialPointValuePair current = new VectorialPointValuePair(point, objective);
         while (true) {
            for (int i=0;i<rows;i++) {
                qtf[i]=residuals[i];
            }
             incrementIterationsCounter();
 
             
             qrDecomposition();
 
                         qTy(qtf);
                                       for (int k = 0; k < solvedCols; ++k) {

                     if (s != 0) {
                         double sum = 0;
                         for (int i = 0; i <= j; ++i) {
                            sum += jacobian[i][pj] * qtf[i];
                         }
                         maxCosine = Math.max(maxCosine, Math.abs(sum) / (s * cost));
                     }

             }
             if (maxCosine <= orthoTolerance) {
                             	updateResidualsAndCost();
            	current = new VectorialPointValuePair(point, objective);
                 return current;
             }
 

                 double[] tmpVec = residuals;
                 residuals = oldRes;
                 oldRes    = tmpVec;
                tmpVec    = objective;
                objective = oldObj;
                oldObj    = tmpVec;
 
                                 determineLMParameter(qtf, delta, diag, work1, work2, work3);
 
                                  double lmNorm = 0;

 
                                  updateResidualsAndCost();
 
                                  double actRed = -1.0;

                         xNorm    += xK * xK;
                     }
                     xNorm = Math.sqrt(xNorm);
                    current = new VectorialPointValuePair(point, objective);
 
                                         if (checker != null) {
                                         	if (checker.converged(getIterations(), previous, current)) {
                    		return current;
                    	}
                    }
                 } else {
                                          cost = previousCost;

                     tmpVec    = residuals;
                     residuals = oldRes;
                     oldRes    = tmpVec;
                    tmpVec    = objective;
                    objective = oldObj;
                    oldObj    = tmpVec;
                 }
                 if (checker==null) {
                 	if (((Math.abs(actRed) <= costRelativeTolerance) &&

                        (delta <= parRelativeTolerance * xNorm)) {
                        return current;
                    }
                 }
                                  "
291,"java.lang.NullPointerException","/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java","
     public double solve(final UnivariateRealFunction f, double min, double max, double initial)
         throws MaxIterationsExceededException, FunctionEvaluationException {
        return solve(min, max);
     }
 
","
     public double solve(final UnivariateRealFunction f, double min, double max, double initial)
         throws MaxIterationsExceededException, FunctionEvaluationException {
        return solve(f, min, max);
     }
 
"
292,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java","
         setMaxIterations(1000);
 
                  setInitialStepBoundFactor(100.0);
         setCostRelativeTolerance(1.0e-10);
         setParRelativeTolerance(1.0e-10);

                  lmPar = 0;
         boolean firstIteration = true;
         while (true) {
 
             incrementIterationsCounter();
 
                          updateJacobian();
             qrDecomposition();
 

             }
             if (maxCosine <= orthoTolerance) {
                                 return new VectorialPointValuePair(point, objective);
             }
 
             
 
                                  updateResidualsAndCost();
 
                                  double actRed = -1.0;

                 }
 
                                                                                if (((Math.abs(actRed) <= costRelativeTolerance) &&
                          (preRed <= costRelativeTolerance) &&
                          (ratio <= 2.0)) ||
                         (delta <= parRelativeTolerance * xNorm)) {
                        return new VectorialPointValuePair(point, objective);
                     }
 
                                  ","
         setMaxIterations(1000);
 
                 setConvergenceChecker(null);
         setInitialStepBoundFactor(100.0);
         setCostRelativeTolerance(1.0e-10);
         setParRelativeTolerance(1.0e-10);

                  lmPar = 0;
         boolean firstIteration = true;
        VectorialPointValuePair current = new VectorialPointValuePair(point, objective);
         while (true) {
 
             incrementIterationsCounter();
 
                         VectorialPointValuePair previous = current;
             updateJacobian();
             qrDecomposition();
 

             }
             if (maxCosine <= orthoTolerance) {
                                 return current;
             }
 
             
 
                                  updateResidualsAndCost();
                current = new VectorialPointValuePair(point, objective);
 
                                  double actRed = -1.0;

                 }
 
                                 if (checker != null) {
                                         if (checker.converged(getIterations(), previous, current)) {
                        return current;                        
                    }
                } else {
                                          if (((Math.abs(actRed) <= costRelativeTolerance) &&
                          (preRed <= costRelativeTolerance) &&
                          (ratio <= 2.0)) ||
                         (delta <= parRelativeTolerance * xNorm)) {
                        return current;
                     }
                }
 
                                  "
293,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/stat/correlation/PearsonsCorrelation.java","
                 } else {
                     double r = correlationMatrix.getEntry(i, j);
                     double t = Math.abs(r * Math.sqrt((nObs - 2)/(1 - r * r)));
                    out[i][j] = 2 * (1 - tDistribution.cumulativeProbability(t));
                 }
             }
         }
","
                 } else {
                     double r = correlationMatrix.getEntry(i, j);
                     double t = Math.abs(r * Math.sqrt((nObs - 2)/(1 - r * r)));
                    out[i][j] = 2 * tDistribution.cumulativeProbability(-t);
                 }
             }
         }
"
294,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java","
                                                                            loop     = false;
               } else {

                                                                    loop     = false;
             } else {
                 ","
                                                                           interpolator.storeTime(stepStart);
                  System.arraycopy(y, 0, yTmp, 0, y0.length);
                  hNew     = 0;
                  stepSize = 0;
                   loop     = false;
               } else {

                                                                   interpolator.storeTime(stepStart);
                System.arraycopy(y, 0, yTmp, 0, y0.length);
                stepSize = 0;
                 loop     = false;
             } else {
                 "
295,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java","
                  double yMin = f.value(min);
         if (Math.abs(yMin) <= functionValueAccuracy) {
            setResult(yMin, 0);
             return result;
         }
 

                  double yMax = f.value(max);
         if (Math.abs(yMax) <= functionValueAccuracy) {
            setResult(yMax, 0);
             return result;
         }
 
","
                  double yMin = f.value(min);
         if (Math.abs(yMin) <= functionValueAccuracy) {
            setResult(min, 0);
             return result;
         }
 

                  double yMax = f.value(max);
         if (Math.abs(yMax) <= functionValueAccuracy) {
            setResult(max, 0);
             return result;
         }
 
"
296,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/optimization/MultiStartUnivariateRealOptimizer.java","
 
     
     public double getFunctionValue() {
        return optimizer.getFunctionValue();
     }
 
     
     public double getResult() {
        return optimizer.getResult();
     }
 
     
","
 
     
     public double getFunctionValue() {
        return optimaValues[0];
     }
 
     
     public double getResult() {
        return optima[0];
     }
 
     
"
297,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java","
             return solve(f, initial, yInitial, max, yMax, initial, yInitial);
         }
 
 
                  return solve(f, min, yMin, max, yMax, initial, yInitial);
","
             return solve(f, initial, yInitial, max, yMax, initial, yInitial);
         }
 
        if (yMin * yMax > 0) {
            throw MathRuntimeException.createIllegalArgumentException(
                  NON_BRACKETING_MESSAGE, min, max, yMin, yMax);
        }
 
                  return solve(f, min, yMin, max, yMax, initial, yInitial);
"
298,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java","
         }
 
         if (firstTime) {
          final double[] scale;
           if (vecAbsoluteTolerance == null) {
              scale = new double[y0.length];
              java.util.Arrays.fill(scale, scalAbsoluteTolerance);
             } else {
              scale = vecAbsoluteTolerance;
             }
           hNew = initializeStep(equations, forward, getOrder(), scale,
                                 stepStart, y, yDotK[0], yTmp, yDotK[1]);
","
         }
 
         if (firstTime) {
          final double[] scale = new double[y0.length];
           if (vecAbsoluteTolerance == null) {
              for (int i = 0; i < scale.length; ++i) {
                scale[i] = scalAbsoluteTolerance + scalRelativeTolerance * Math.abs(y[i]);
              }
             } else {
              for (int i = 0; i < scale.length; ++i) {
                scale[i] = vecAbsoluteTolerance[i] + vecRelativeTolerance[i] * Math.abs(y[i]);
              }
             }
           hNew = initializeStep(equations, forward, getOrder(), scale,
                                 stepStart, y, yDotK[0], yTmp, yDotK[1]);
"
299,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/stat/Frequency.java","
      
     @Deprecated
     public double getPct(Object v) {
        return getCumPct((Comparable<?>) v);
     }
 
","
      
     @Deprecated
     public double getPct(Object v) {
        return getPct((Comparable<?>) v);
     }
 
"
300,"junit.framework.AssertionFailedError","/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java","
     public double getLInfNorm() {
         double max = 0;
         for (double a : data) {
            max += Math.max(max, Math.abs(a));
         }
         return max;
     }

         return max;
     }
 
    public double getLInfNorm() {
        double max = 0;
        Iterator iter = entries.iterator();
        while (iter.hasNext()) {
            iter.advance();
            max += iter.value();
        }
        return max;
    }
","
     public double getLInfNorm() {
         double max = 0;
         for (double a : data) {
            max = Math.max(max, Math.abs(a));
         }
         return max;
     }

         return max;
     }
"
